,from,to
1368, Holovisions LLC,Holovisions Llc
1369,Holovisions LLC,Holovisions Llc
1370,Holt Allan,Holt Allan
1371,鴻海精密工業股份有限公司,"Hon Hai Precision Industry Co., Ltd."
1372,Honda Motor Co Ltd,Honda Motor
1373,Honda Motor Co Ltd ,Honda Motor
1374,本田技研工業株式会社,Honda Motor Industry Stock Company
1375,Hon Hai Prec Ind Co Ltd,Honda Press End
1376,Honigsbaum Richard F,Honeybaum Richard F
1377,Honeywell Inc,Honeywell Inc
1378,Honeywell International Inc,Honeywell International Inc
1379,Honeywell International Inc ,Honeywell International Inc
1380,Honeywell International Inc.,Honeywell International Inc
1381,Honeywell Safety Products USA Inc,Honeywell Safety Products Usa Inc
1382,Hong Kong Applied Science and Technology Research Institute ASTRI,Hong Kong Applied Science And Technology Research Institute Astri
1383,香港商立景創新有限公司,"Hong Kong Business Landscape Innovation Co., Ltd."
1384,Hong Kong Univ Of Science & Technology,Hong Kong Univ Of Science & Technology
1385,香港科技大学,Hong Kong University Of Science And Technology
1386,Hong Kong University of Science and Technology HKUST,Hong Kong University Of Science And Technology Hkust
1387, Hongfujin Precision Industry Shenzhen Co Ltd,Hongfujin Precision Industry Shenzhen Co Ltd
1388, Hongfujin Precision Industry Shenzhen Co Ltd ,Hongfujin Precision Industry Shenzhen Co Ltd
1389,Hongfujin Precision Industry Shenzhen Co Ltd ,Hongfujin Precision Industry Shenzhen Co Ltd
1390,Honor Device Co Ltd,Honor Device Co Ltd
1391,Keigo Iizuka,Honorifics Iizuka
1392,Keigo Izuka,Honorifics Izuka
1393,Horiba Jobin Yvon Inc,Horiva Jobin Y Von Member C
1394,ホロチップ コーポレイション,Horochip Corporation
1395,Nankai University,How Many Times Ve R
1396,Howard John G.,Howard John G.
1397,Howell Electronics Technology (shanghai) Co Ltd,Howell Electronics Technology (shanghai) Co Ltd
1398,ホーヤ株式会社,"Hoya Co., Ltd."
1399,Ｈｏｙａ株式会社,"Hoya Co., Ltd."
1400,Hoya Healthcare Corp,Hoya Healthcare Corp
1401,Hoyt Architecture Lab Inc,Hoyt Architecture Lab Inc
1402,HP Inc,Hp Inc
1403,HPO ASSETS LLC,Hpo Assets Llc
1404,HPO ASSETS LLC ,Hpo Assets Llc
1405,HRL Laboratories LLC,Hrl Laboratories Llc
1406,Hsin Yi Foundation,Hsin Yi Foundation
1407,HTC Corp,HTC Corp
1408,Huaian Imaging Device Manufacturer Corp,Huaian Imaging Device Manufacturer Corp
1409,黄素真,Huang Suzhen
1410,黄晓艳,Huang Xiaoyan
1411,Huaqin Telecom Technology Co Ltd,Huaqin Telecom Technology Co Ltd
1412,Huawei Device Shenzhen Co Ltd,Huawei Device Shenzhen
1413,华为技术有限公司,Huawei Technologies Co Ltd
1414,Huawei Technologies Co Ltd,Huawei Technologies Co Ltd
1415,"Huawei Technologies Co., Ltd.",Huawei Technologies Co Ltd
1416,华为终端有限公司,"Huawei Terminal Co., Ltd."
1417,華晶科技股份有限公司,"Huaying Technology Co., Ltd."
1418,Huazhong University of Science and Technology,Huazhong University Of Science And Technology
1419,Hugh Daniels,Hugh Daniels
1420,Huizhou TCL Mobile Communication Co Ltd,Huizhou Tcl Mobile Communication Co Ltd
1421,HumanOptics AG,Humanoptics Ag
1422,Humanoptics Ag,Humanoptics Ag
1423,Hunan Kingcome Optoelectronics Co ltd,Hunan Kingcome Optoelectronics Co Ltd
1424,Hunan University,Hunan University
1425,Hunan University of Arts and Science,Hunan University Of Arts And Science
1426,Hung-Chun Lin,Hung-chun Lin
1427,Hung-Wei Chen,Hung-white
1428,Hunter Vivian L,Hunter Vivian L
1429,Huron Technologies International Inc,Huron Technologies International Inc
1430,Hutchinson Technology Inc,Hutchinson Technology Inc
1431, Hymedix International Inc,Hymedix International Inc
1432,Hyper Reality Partners LLC,Hyper Reality Partners Llc
1433,Hyper Reality Partners LLC ,Hyper Reality Partners Llc
1434,"Hyperloop Transportation Technologies, Inc.","Hyperloop Transportation Technologies, Inc."
1435,"Hysonic.Co., Ltd.","Hysonic.co., Ltd."
1436,현동원,Hyun Dong -won
1437,최현환,Hyun -hwan Choi
1438,Hyundai Motor Co ,Hyundai Motor Co
1439,현대오트론 주식회사,"Hyundai Otron Co., Ltd."
1440,AMO Puerto Rico Inc,I Love Puerto Rico Inc
1441,IA Labs CA LLC,Ia Labs Ca Llc
1442,Ian A. Bruce,Ian A. Bruce
1443, IAN-FRESE RICHARD ,Ian-frese Richard
1444,イビデン株式会社,Ibiden
1445,Ibiden Co Ltd,Ibiden
1446,Kazutora Yoshino,Ichitora Yoshino
1447,Iconix Video Inc,Iconix Video Inc
1448,アイコス・ビジョン・システムズ・ナムローゼ・フェンノートシャップ,Icos Vision Systems Namrose Fennote Shap
1449,Icos Vision Systems Nv,Icos Vision Systems Nv
1450,Ideal Industries Lighting LLC,Ideal Industries Lighting Llc
1451, IFG Cure Holdings LLC,Ifg Cure Holdings Llc
1452,Ifgcure LLC ,Ifgcure Llc
1453,Ignis Display As,Ignis Display As
1454,IGT Global Solutions Corp,Igt Global Solutions Corp
1455,"ILILNOIS, University of, Trustees of ","Ililnois, University Of, Trustees Of"
1456,Alpao SAS,I'm Alp
1457,Bende Thomas K.,I'm Thomas K.
1458,Image Masters Inc,Image Masters Inc
1459,(주)이미지스테크놀로지,Image Starken Road
1460,Imagination Technologies Ltd,Imagination Technologies Ltd
1461,Imax Corp,Imax Corp
1462,IMINT IMAGE INTELLIGENCE AB,Imint Image Intelligence Ab
1463,Immersion Corp,Immersion Corp
1464,Imotion Pictures Inc,Imotion Pictures Inc
1465,IMRA America Inc,Imra America Inc
1466,In View Technology Corp ,In View Technology Corp
1467,Tessera Inc,Inc Incose
1468,Nexis Vision Inc,Inc. Vision Inc.
1469,Invendo Medical GmbH ,Incenting Medical Gmbh
1470,Incept LLC,Incept Llc
1471,Ind Tech Res Inst,Ind Tech Res Inst
1472,独立行政法人産業技術総合研究所,Independent Administrative Institute For Industrial Technology
1473,独立行政法人情報通信研究機構,Independent Administrative Legal Person Intelligence And Communication Research Institution
1474,独立行政法人科学技術振興機構,Independent Administrative Legal Person Science And Technology Revitalization Agency
1475,Indian Institute Of Technology Kanpur,Indian Institute Of Technology Kanpur
1476, INDIANA RES AND Tech CORP,Indiana Res And Tech Corp
1477,Indiana University Research and Technology Corp,Indiana University Research And Technology Corp
1478,Indiana University Research and Technology Corp ,Indiana University Research And Technology Corp
1479,Indiana University Research And Technology Corporation,Indiana University Research And Technology Corporation
1480,Aizo Yamauchi,Indigo -dye
1481,Industrial Research Institute ,Industrial Research Institute
1482, Industrial Technology Institute,Industrial Technology Institute
1483,Industrial Technology Research Institute,Industrial Technology Research Institute
1484, Industrial Technology Research Institute ITRI,Industrial Technology Research Institute Itri
1485,Industrial Technology Research Institute ITRI,Industrial Technology Research Institute Itri
1486,Industrial Technology Research Institute ITRI ,Industrial Technology Research Institute Itri
1487, Industry Academic Cooperation Foundation of Ajou University,Industry Academic Cooperation Foundation Of Ajou University
1488,Industry Academic Cooperation Foundation of Chung Ang University,Industry Academic Cooperation Foundation Of Chung Ang University
1489, Industry Academic Cooperation Foundation of Yonsei University,Industry Academic Cooperation Foundation Of Yonsei University
1490,Industry Academic Cooperation Foundation of Yonsei University,Industry Academic Cooperation Foundation Of Yonsei University
1491,Infilect Technologies Private Limited,Infilect Technologies Private Limited
1492,Infineon Technologies AG,Infineon Technologies Ag
1493,주식회사 인피닉,"Infinic Co., Ltd."
1494,INFINITY PHOTO-OPTICAL Co,Infinity Photo-optical Co
1495, Infocus Corp,Infocus Corp
1496,Ingredion Inc,Ingredion Inc
1497,인하대학교 산학협력단,Inha University Industry -academic Cooperation Group
1498,Chengping Wei,Inheritance
1499,Inlife Handnet Co Ltd,Inlife Handnet Co Ltd
1500,Inner Vision Imaging LLC,Inner Vision Imaging Llc
1501, Innfocus Inc,Innfocus Inc
1502,Innolene LLC,Innolene Llc
1503,Innolene LLC ,Innolene Llc
1504,Innolux Corp ,Innolux Corp
1505,Innovaplant Zierpflanzen GmbH and Co KG ,Innovaplant Ornamental Plants Gmbh And Co Kg
1506,Innovative Nano Systems Pte. Ltd.,Innovative Nano Systems Pte. Ltd.
1507,Innovega Inc,Inn's Inc
1508,イン エス． タン,Ins.tan
1509,インセプト エルエルシー,Insept Elelcy
1510,インセプト・リミテッド・ライアビリティ・カンパニー,Insept Limited Liability Company
1511,インセプト・リミテッド・ライアビリティ・カンパニーＩｎｃｅｐｔ，Ｌｌｃ,"Insept Limited Liability Company Incept, Llc"
1512,インスティトゥート フィア ノイエ マテリアーリエン ゲマインニュッツィゲ ゲゼルシャフト ミット ベシュレンクタ ハフトゥンク,Instate Tout Fearnoya Materialien Gemin Nutsigi Gezel Shaft Mitt Vesh Renta Hufffun
1513, Institut National dOptique,Institut National Doptique
1514,Institut National dOptique,Institut National Doptique
1515,Institute for Information Industry,Institute For Information Industry
1516,Institute of Electronic Engineering of CAEP,Institute Of Electronic Engineering Of Caep
1517,Institute of Optics and Electronics of CAS,Institute Of Optics And Electronics Of Cas
1518,Institute of Semiconductors of CAS,Institute Of Semiconductors Of Cas
1519,INSYTE MEDICAL TECHNOLOGIES Inc,Insyte Medical Technologies Inc
1520, INTEGRAL LASER SOLUTIONS LLC,Integral Laser Solutions Llc
1521, Intel Benelux BV,Intel Benelux Bv
1522, Intel Corp,Intel Corp
1523,Intel Corp ,Intel Corp
1524,인텔 코포레이션,Intel Corp.
1525,Intel Corp,Intel Corp.
1526,インテル・コーポレーション,Intel Corporation
1527,Intel Corporation,Intel Corporation
1528,Intellectual Discovery Co Ltd,Intellectual Discovery Co Ltd
1529,Intellectual Ventures Fund 83 LLC,Intellectual Ventures Fund 83 Llc
1530,Intellectual Ventures I LLC,Intellectual Ventures I Llc
1531,Intellectual Ventures II LLC,Intellectual Ventures Ii Llc
1532,Intelligent Automation LLC,Intelligent Automation Llc
1533,Intelligent Technologies International Inc,Intelligent Technologies International Inc
1534,英特盛科技股份有限公司,"Intelson Technology Co., Ltd."
1535, InterDigital CE Patent Holdings SAS,Interdigital Ce Patent Holdings Sas
1536,InterDigital CE Patent Holdings SAS,Interdigital Ce Patent Holdings Sas
1537,"Interdigital Ce Patent Holdings, Sas","Interdigital Ce Patent Holdings, Sas"
1538, InterDigital Madison Patent Holdings SAS,Interdigital Madison Patent Holdings Sas
1539,InterDigital Madison Patent Holdings SAS,Interdigital Madison Patent Holdings Sas
1540, InterDigital VC Holdings Inc,Interdigital Vc Holdings Inc
1541,Interface Optoelectronics Shenzhen Co Ltd ,Interface Optoelectronics Shenzhen Co Ltd
1542, Interface Technology Chengdu Co Ltd ,Interface Technology Chengdu Co Ltd
1543,INTERFLO TECHNOLOGIES Inc ,Interflo Technologies Inc
1544, Intermec IP Corp,Intermec Ip Corp
1545,Intermec IP Corp,Intermec Ip Corp
1546, Intermec Technologies Corp,Intermec Technologies Corp
1547,Intermec Technologies Corp,Intermec Technologies Corp
1548,Intermec Technologies Corp ,Intermec Technologies Corp
1549, International Business Machines Corp,International Business Machines Corp
1550,International Business Machines Corp,International Business Machines Corp
1551,International Business Machines Corp ,International Business Machines Corp
1552,InterScience Inc,Interscience Inc
1553, Interuniversitair Microelektronica Centrum vzw IMEC,Interuniversity Microelectronics Center Vzw Imec
1554, Interuniversitair Microelektronica Centrum vzw IMEC ,Interuniversity Microelectronics Center Vzw Imec
1555,Interuniversitair Microelektronica Centrum vzw IMEC,Interuniversity Microelectronics Center Vzw Imec
1556,Intezyne Technologies Inc,Intezyne Technologies Inc
1557,Intuitive Surgical Operations Inc,Intuitive Surgical Operations Inc
1558,"Intuitive Surgical Operations, Inc.","Intuitive Surgical Operations, Inc."
1559,Inuitive Ltd,Inuitive Ltd
1560,Inuitive Ltd.,Inuitive Ltd.
1561,Invantis Inc ,Invantis Inc
1562,Invenios France Limited,Invenios France Sas
1563,Invenios France Sas,Invenios France Sas
1564, Invenios LLC,Invenios LLC
1565,Invensas Corp,Invensas Corp.
1566,Invention Science Fund I LLC,Invention Science Fund I Llc
1567, InView Tech Corp,Inview Tech Corp
1568,InVisage Technologies Inc,Invisage Technologies Inc
1569,Iocurrents Inc,Iocurrents Inc
1570,Iolab Corp,Iolab Corp
1571,Ioltechnologie Production SARL,Ioltechnology Production Sarl
1572,Tobii AB,Ion Ab
1573,Ion Geophysical Corp,Ion Geophysical Corp
1574,Ioptex Inc,Ioptex Inc
1575,INERMEC IP CORP ,Ip Body Inermec
1576,Ip2ipo Innovations Ltd,Ip2ipo Innovations Ltd
1577,Ip2ipo Innovations Ltd ,Ip2ipo Innovations Ltd
1578,Ip3 2020 Series 500 Of Allied Security Trust I,Ip3 2020 Series 500 Of Allied Security Trust I
1579,Ireland Co ,Ireland Co
1580,Iris GmbH IG Infrared and Intelligent Sensors,Iris Gmbh Ig Infrared And Intelligent Sensors
1581,Shimadzu Corp,Island D Figure Powder Rp
1582,Ismedia Co Ltd,Ismedia
1583,以色列商魯姆斯有限公司,"Israel Merchants Co., Ltd."
1584,Niios-Usa Inc.,Issu-usaessa Inc.
1585, Fondazione Istituto Italiano di Tecnologia,Italian Institute Foundation Of Technology
1586, Ivantis Inc,Ivantis Inc
1587,Ivantis Inc,Ivantis Inc
1588,"Ivantis, Inc.","Ivantis, Inc."
1589,Ivex Corp ,Ivex Corp
1590,아이웨이 비전 엘티디.,Iway Vision Lidy.
1591,J AND J TECHNOLOGIES Ltd,J And J Technologies Ltd
1592,J Tec:Kk,J Tec:kk
1593,J Wallace Parce,J Wallace Because
1594,J·斯图尔特·卡明,J. Stewart Carmin
1595,Jabil Inc,Jabil Inc
1596,ジャック ドゥパレ，,"Jackdopare,"
1597,Chengrui Optics Changzhou Co Ltd,Jackie Chan Optics Changzhou
1598,Jackie Chen,Jackie Chen
1599,Jacob Catt,Jacob Catt
1600,Jacques Duparre,Jacques Duparre
1601,James Andrew Aman,James Andrew Aman
1602,James Gates,James Gates
1603,Jangung Park,Jangung Park
1604,日本放送協会,Japan Broadcasting Association
1605,Japan Broadcasting Corp,Japan Broadcasting Corp
1606,Japan Display Central Inc,Japan Display Central Inc
1607,株式会社ジャパンディスプレイ,"Japan Display Co., Ltd."
1608,Japan Display Inc,Japan Display Inc
1609,日本メクトロン株式会社,Japan Mector Corporation
1610,Japan Microsystems Co Ltd,Japan Microsystems Co Ltd
1611,Japan Science & Technology Corp,Japan Science & Technology Corp
1612,Japan Science and Technology Agency,Japan Science And Technology Agency
1613,Japan Steel Works Ltd:The,Japan Steel Works Ltd:the
1614,日本テキサス・インスツルメンツ株式会社,"Japan Texas Instruments Co., Ltd."
1615,Nippon Zeon Co Ltd,Japan Zeon
1616,日本ゼオン株式会社,"Japan Zeon Co., Ltd."
1617,Nippondenso Co Ltd,Japanese Field
1618,Nippon Hoso Kyokai <Nhk>,Japanese Fine Giant <n Hk>
1619,株式会社ジェイテック,"Jay Tech Co., Ltd."
1620,Jean Benedikt,Jean Benedikt
1621,Jeffery A Whiteford,Jeffery A Whiteford
1622,Jena Optronik GmbH,Jena Optronic Gambh
1623,Jenkins Jeffrey Edward,Jenkins Jeffrey Edward
1624, Jenoptik AG,Jenoptic Ag
1625,Jenoptik AG,Jenoptik Ag
1626,Jenoptik Optical Systems GmbH,Jenoptik Optical Systems Gmbh
1627,전북대학교산학협력단,Jeonbuk University College Of Education
1628,Jeremy Brodersen,Jeremy Brodersen.
1629,Jerry L. Conway,Jerry L. Conway
1630,Ji Fang,Ji Fang
1631,Jimin Yao,Ji Minyao
1632,Jiangsu Datong Electronic Technology Co Ltd Crown,Jiangsu Datong Electronic Technology Co Ltd Crown
1633,JIANGSU KALUOKA INTERNATIONAL CARTOON & COMIC Co Ltd,Jiangsu Kaluruka International Cartoon & Comic
1634,Jiangxi Holitech Technology Co Ltd,Jiangxi Holitech Technology Co Ltd
1635,Jiangxi Jingchao Optical Co Ltd,Jiangxi Jingchao Optical Co Ltd
1636,Jiangxi Jinghao Optical Co Ltd,Jiangxi Jingchao Optical Co Ltd
1637,Jiangxi Jinghao Optics Co ltd,Jiangxi Jingchao Optical Co Ltd
1638,"Jiangxi Jinghao optics Co.,Ltd.",Jiangxi Jingchao Optical Co Ltd
1639,JIANGXI LATTICEPOWER SEMICONDUCTOR Corp.,Jiangxi Latticepower Semiconductor Corp.
1640,Jiangxi Lianyi Optics Co Ltd,Jiangxi Lianyi Optics
1641,"Jiangxi Long Rui Technology Co.,Ltd.","Jiangxi Long Rui Technology Co.,ltd."
1642,Jiangxi Oumaisi Microelectronics Co Ltd,Jiangxi Omeis Microelectronics
1643,"Jiangxi Shengtai precision optics Co., Ltd","Jiangxi Shengtai Precision Optics Co., Ltd"
1644,Jianhua Li,Jianhua Li
1645,"Jiaxing Fengcheng Hardware Material Co., Ltd","Jiaxing Fengshen Hardware Material Co., Ltd"
1646,ジック アーゲー,Jicked
1647,Jilin Medical College,Jilin Medical College
1648,Jilin Radio And Television Research Institute (science And Technology Information Center Of Jilin Radio And Television Bureau),Jilin Radio And Television Research Institute (science And Technology Information Center Of Jilin Radio And Television Bureau)
1649,Jilin University,Jilin University
1650,Jim Edwards,Jim Edwards
1651,Jim Hamilton,Jim Hamilton
1652,晶睿通訊股份有限公司,"Jingrui Communication Co., Ltd."
1653,John A Rogers,John A Rogers
1654,John C Owicki,John C Owicki
1655, John Crane Inc ,John Crane Inc
1656,John Farah,John Farah
1657,John J Daniels,John J Daniels
1658,John Speck,John Speck
1659,John Stephen Smith,John Stephen Smith
1660,John William Sliwa,John William Sliwa
1661,Johnnie E. Floyd,Johnnie E. Floyd
1662,Johns Hopkins University ,Johns Hopkins University
1663,Johnson & Johnson Vision Care,Johnson & Johnson Vision Care
1664,"Johnson & Johnson Vision Care, Inc.","Johnson & Johnson Vision Care, Inc."
1665,"존슨 앤드 존슨 비젼 케어, 인코포레이티드","Johnson & Johnson Vision Care, Incoporited"
1666,Johnson and Johnson Consumer Inc,Johnson And Johnson Consumer Inc
1667, Johnson and Johnson Surgical Vision Inc,Johnson And Johnson Surgical Vision Inc
1668,Johnson and Johnson Surgical Vision Inc,Johnson And Johnson Surgical Vision Inc
1669,Johnson and Johnson Vision Care Inc,Johnson And Johnson Vision Care Inc
1670,Johnson and Johnson Vision Care Inc ,Johnson And Johnson Vision Care Inc
1671,ジョンソン・アンド・ジョンソン・ビジョン・ケア・インコーポレイテッド,Johnson And Johnson Vision Care Incorporated
1672,"Джонсон Энд Джонсон Вижн Кэа, Инк.","Johnson And Johnson Vizhn Kea, Inc."
1673,Johnson Don R,Johnson Don R
1674,Johnston Richard S.,Johnston Richard S.
1675,Jon Kristian Hagene,Jon Kristian Hagene
1676,Jonathan David Waldern,Jonathan David Waldern
1677,Jos Schneider Optische Werke GmbH,Jos Schneider Optical Werke Gmbh
1678,Josef Bekerman,Josef Bekerman
1679,约瑟华·戴维·西尔弗,Josejo David Silver
1680,Joseph Collin,Joseph Collin
1681,Joseph J. Boudeman,Joseph J. Boudeman
1682,Joseph W. Boudeman,Joseph W. Boudeman
1683,Joshua D Silver,Joshua D Silver
