,from,to
1644,Jianhua Li,Jianhua Li
1645,"Jiaxing Fengcheng Hardware Material Co., Ltd","Jiaxing Fengshen Hardware Material Co., Ltd"
1646,ジック アーゲー,Jicked
1647,Jilin Medical College,Jilin Medical College
1648,Jilin Radio And Television Research Institute (science And Technology Information Center Of Jilin Radio And Television Bureau),Jilin Radio And Television Research Institute (science And Technology Information Center Of Jilin Radio And Television Bureau)
1649,Jilin University,Jilin University
1650,Jim Edwards,Jim Edwards
1651,Jim Hamilton,Jim Hamilton
1652,晶睿通訊股份有限公司,"Jingrui Communication Co., Ltd."
1653,John A Rogers,John A Rogers
1654,John C Owicki,John C Owicki
1655, John Crane Inc ,John Crane Inc
1656,John Farah,John Farah
1657,John J Daniels,John J Daniels
1658,John Speck,John Speck
1659,John Stephen Smith,John Stephen Smith
1660,John William Sliwa,John William Sliwa
1661,Johnnie E. Floyd,Johnnie E. Floyd
1662,Johns Hopkins University ,Johns Hopkins University
1663,Johnson & Johnson Vision Care,Johnson & Johnson Vision Care
1664,"Johnson & Johnson Vision Care, Inc.","Johnson & Johnson Vision Care, Inc."
1665,"존슨 앤드 존슨 비젼 케어, 인코포레이티드","Johnson & Johnson Vision Care, Incoporited"
1666,Johnson and Johnson Consumer Inc,Johnson And Johnson Consumer Inc
1667, Johnson and Johnson Surgical Vision Inc,Johnson And Johnson Surgical Vision Inc
1668,Johnson and Johnson Surgical Vision Inc,Johnson And Johnson Surgical Vision Inc
1669,Johnson and Johnson Vision Care Inc,Johnson And Johnson Vision Care Inc
1670,Johnson and Johnson Vision Care Inc ,Johnson And Johnson Vision Care Inc
1671,ジョンソン・アンド・ジョンソン・ビジョン・ケア・インコーポレイテッド,Johnson And Johnson Vision Care Incorporated
1672,"Джонсон Энд Джонсон Вижн Кэа, Инк.","Johnson And Johnson Vizhn Kea, Inc."
1673,Johnson Don R,Johnson Don R
1674,Johnston Richard S.,Johnston Richard S.
1675,Jon Kristian Hagene,Jon Kristian Hagene
1676,Jonathan David Waldern,Jonathan David Waldern
1677,Jos Schneider Optische Werke GmbH,Jos Schneider Optical Werke Gmbh
1678,Josef Bekerman,Josef Bekerman
1679,约瑟华·戴维·西尔弗,Josejo David Silver
1680,Joseph Collin,Joseph Collin
1681,Joseph J. Boudeman,Joseph J. Boudeman
1682,Joseph W. Boudeman,Joseph W. Boudeman
1683,Joshua D Silver,Joshua D Silver
1684,Joshua D SILVER ,Joshua D Silver
1685,Joshua David Silver,Joshua David Silver
1686, Journey1 Inc ,Journey1 Inc
1687,Journey1 Inc ,Journey1 Inc
1688,"JOURNEY1, INC. ","Journey1, Inc."
1689,JRD Communication Shenzhen Ltd,Jrd Communication Shenzhen Ltd
1690,Jtel Co Ltd,Jtel Co Ltd
1691,Ｊｕｋｉ株式会社,"Juki Co., Ltd."
1692,Juki株式会社,"Juki Co., Ltd."
1693,Julian Douglas STEVENS,Julian Douglas Stevens
1694,Proprio Inc,Just Inc
1695,Justin Lee,Justin Lee
1696,Juyue Holding Co Ltd,Juyue Holding Co Ltd
1697,株式会社Ｊｖｃケンウッド,"Jvc Kenwood Co., Ltd."
1698,JVCKenwood Corp,Jvckenwood Corp
1699,K A ADVERTISING SOLUTIONS Ltd,K A Advertising Solutions Ltd
1700,K.A. Advertising Solutions Ltd.,K.a. Advertising Solutions Ltd.
1701,"Kabi Pharmacia Ophthalmics, Inc.","Kabi Pharmacia Ophthalmics, Inc."
1702,Kabushiki Kaisha Photron,Kabushiki Cache Photron
1703,Kaier Science & Technology Co Ltd Wuxi,Kaier Science & Technology Co Ltd Wuxi
1704,財団法人神奈川科学技術アカデミー,Kanagawa Science And Technology Academy
1705,Kanagawa Kagaku Gijutsu Akad,Kanagawa Science And Technology Red D
1706,강신일,Kang Shin -il
1707,カンタツ株式会社,"Kantatsu Co., Ltd."
1708, Karl Storz Imaging Inc,Karl Storz Imaging Inc
1709,Karl Storz Imaging Inc,Karl Storz Imaging Inc
1710,Karl Storz SE and Co KG,Karl Storz Imaging Inc
1711,Karl Storz SE and Co KG ,Karl Storz Imaging Inc
1712,カール ツァイス マイクロイメージング ゲーエムベーハー,Karl Zeiss Micro -e Imaging Geem Bayha
1713,Karlsruher Institut fuer Technologie KIT ,Karlsruhe Institute For Technology Kit
1714,Karpen Thomas W,Karpen Thomas W
1715,Kartik Venkataraman,Karthik Venkataraman
1716,가시오게산키 가부시키가이샤,Kashi Kee Kibu Shikaisha
1717,Kathleen Douglas,Kathleen Douglas
1718,Kathrin Berkner,Kathrin Berkner
1719,昂 川井,Kawaii
1720,KCI Licensing Inc,Kci Licensing Inc
1721,Ｋｄｄｉ株式会社,"Kddi Co., Ltd."
1722,Kddi株式会社,"Kddi Co., Ltd."
1723,"Kechaung Digital-Display Technology Co., Ltd., Shenzhen","Kechaung Digital-display Technology Co., Ltd., Shenzhen"
1724,澤田 圭人,Keito Sawada
1725,Kelman Charles David,Kelman Charles David
1726, Kemet Electronics Corp,Kemet Electronics Corp
1727,Kemet Electronics Corp,Kemet Electronics Corp
1728,健純 土肥,Kenjin Toy
1729,Kenneth D Schatz,Kenneth D Schatz
1730,Kenneth J Hintz,Kenneth J Hintz
1731,Kenneth Myers,Kenneth Myers
1732,Kenneth Spears,Kenneth Spears
1733, Kent State University,Kent State University
1734,켄트 스테이트 유니버시티,Kent State University
1735,Kent State University,Kent State University
1736,Kent State University ,Kent State University
1737,Keon Jae Lee,Keon Jae Lee
1738,Kera Vision Inc ,Kera Vision Inc
1739,KERAMED Inc,Keramed Inc
1740,Kessler Optics and Photonics Solutions Ltd,Kessler Optics And Photonics Solutions Ltd
1741, Key Medical Technologies Inc,Key Medical Technologies Inc
1742,株式会社キーエンス,"Keyence Co., Ltd."
1743,Keyence Corp,Keyence Corp
1744,Keymed (Medical & Industrial Equipment) Ltd.,Keymed (medical & Industrial Equipment) Ltd.
1745,Keymed Medical and Industrial Equipment Ltd,Keymed Medical And Industrial Equipment Ltd
1746,"Keyouwei environmental protection new energy (Nanjing) Co.,Ltd.","Keyouwei Environmental Protection New Energy (nanjing) Co.,ltd."
1747,Keyxentic Inc,Keyxentic Inc
1748,Ki I Usovershenstvovaniya Vrac,Ki And Improvement Doctor
1749, Kia Corp,Kia Corp
1750,김태경,Kim Tae -kyung
1751,Kim Wonjae,Kim Wonjae
1752, KINETICOR Inc,Kineticor Inc
1753,KINETICOR Inc,Kineticor Inc
1754,"Kineticor, Inc.","Kineticor, Inc."
1755, KING ELISABETH ,King Elisabeth
1756,King Fahd University of Petroleum and Minerals,King Fahd University Of Petroleum And Minerals
1757,王体,King's Body
1758, Kingston Technologies Inc ,Kingston Technologies Inc
1759,Kingwei Optical Suzhou Co ltd,Kingwei Optical Suzhou.
1760,Kioxia Corp,Kioxia Corp
1761,KLA Corp,Kla Corp
1762,KLA Tencor Technologies Corp,Kla Tencor Technologies Corp
1763,Kla-Tencor Corporation,Kla-tencor Corporation
1764,Klaus Domschat,Klaus Domschat
1765,Klein Richard B.,Klein Richard B.
1766,Klima William L,Klima William 50
1767, Nitto Denko Corp,Knit Denko Powder Rp
1768,Nitto Denko Corp,Knit Denko Powder Rp
1769, Knowles Electronics LLC,Knowles Electronics Llc
1770,Knowles Electronics Llc,Knowles Electronics Llc
1771,Knowles Gmbh,Knowles Gmbh
1772,SAP SE,Knows
1773,Kobe Steel Ltd,Kobe Steel Ltd
1774,Kodak Alaris Inc,Kodak Alaris Inc
1775,Koh Young Technology Inc,Koh Young Technology Inc
1776,Koichi Miyachi,Koichi Miyaji
1777,Kollin Joel S.,Kollin Joel's.
1778,コニカ株式会社,"Konica Co., Ltd."
1779,Konica Corp,Konica Corp
1780,コニカミノルタビジネステクノロジーズ株式会社,Konica Minolta Business Technologies Inc
1781,Konica Minolta Business Technologies Inc,Konica Minolta Business Technologies Inc
1782,コニカミノルタ株式会社,Konica Minolta Corporation
1783,コニカミノルタホールディングス株式会社,Konica Minolta Holdings Corporation
1784,Konica Minolta Holdings Inc,Konica Minolta Holdings Inc
1785,Konica Minolta Inc,Konica Minolta Inc
1786,Konica Minolta Medical and Graphic Inc,Konica Minolta Medical And Graphic Inc
1787,Konica Minolta Opto Inc,Konica Minolta Opto Inc
1788,コニカミノルタフォトイメージング株式会社,"Konica Minolta Photo Imaging Co., Ltd."
1789,Konica Minolta Photo Imaging Inc,Konica Minolta Photo Imaging Inc
1790,コニカミノルタセンシング株式会社,"Konica Minolta Sensing Co., Ltd."
1791,コニカミノルタオプト株式会社,"Konica Minoltaopt Co., Ltd."
1792,Koninkl Philips Electronics Nv,Koninkl Philips Electronics Nv
1793,Koninklijke Philips Electronics N.V.,Koninklijke Philips Electronics N.V.
1794,Konka Group Co Ltd,Konka Group Co Ltd
1795,Korea Advanced Institute of Science and Technology KAIST,Korea Advanced Institute Of Science And Technology Kaist
1796,한국전자통신연구원,Korea Electronics And Communications Research Institute
1797,한국광기술원,Korea Institute Of Public Technology
1798,한국과학기술원,Korea Institute Of Science And Technology
1799,한국과학기술연구원,Korea Institute Of Science And Technology
1800,コリア フォトニクス テクノロジー インスティテュート,Korea Photonics Technology Institute
1801,한국기술교육대학교 산학협력단,Korea Technical Education University Collaboration
1802,고려대학교 산학협력단,Korea University Industry -academic Cooperation Group
1803,興和株式会社,"Kowa Co., Ltd."
1804,Krauter Allan I,Krauter Allan I
1805,KRIEN TRUST,Kriend Trust
1806,Krishnan Neel,Krishnan Neel
1807,Kruer Melvin R.,Kruer Melvin R.
1808, KT Corp,Kt Corp
1809,KT Corp,Kt Corp
1810,Kuang Hong Precision Co Ltd,Kuang Hong Precision Co Ltd
1811,"KUMAR, Rahul Dev","Kumar, Rahul Dev"
1812,KUNSHAN DRAGONSTATE ELECTRONIC TECHNOLOGY Co Ltd ,Kunshan Dragonstate Electronic Technology Co Ltd
1813,昆山丘钛微电子科技有限公司,"Kunshan Hill Tioma Electronic Technology Co., Ltd."
1814,Kunshan Northtar Electronic Technology Co ltd,Kunshan Northtar Electronic Technology Co Ltd
1815,Kunshan Q Technology Co Ltd,Kunshan Q Technology Co Ltd
1816,"Kunshan Qiuti Microelectronics Technology Co.,Ltd.",Kunshan Q Technology Co Ltd
1817,Kuraray Co Ltd,Kuraray Co Ltd
1818,Kwang-Bo Cho,Kwang-bo For
1819,Kyle Bateman,Kyle Bateman
1820,Kyndryl Inc,Kyndryl Inc
1821,京セラ株式会社,"Kyocera Co., Ltd."
1822,Kyocera Corp,Kyocera Corp
1823,Kyocera Document Solutions Inc,Kyocera Document Solutions Inc
1824,Kyoto Univ,Kyoto Univ
1825,경북대학교 산학협력단,Kyungpook National University Collaboration
1826,경북대학교병원,Kyungpook National University Hospital
1827,L3 Cincinnati Electronics Corp,L3 Cincinnati Electronics Corp
1828,Laclaree,Laclaree
1829,Lake Region Manufacturing Inc,Lake Region Manufacturing Inc
1830,Lake Region Medical Inc,Lake Region Medical Inc
1831,Landec Corp,Landec Corp
1832, Lane Res,Lane Res
1833,LANE RESEARCH ,Lane Research
1834,LANE RESEARCH LLC,Lane Research Llc
1835,Lang Philipp K,Lang Philipp K
1836,Langerman David W,Langerman David W
1837,Langerman; David W.,Langerman; David W.
1838,Lanzhou Institute of Chemical Physics LICP of CAS,Lanzhou Institute Of Chemical Physics Licp Of Cas
1839,Largan Precision Co Ltd,Largan Precision Co Ltd
1840,Grote Industries LLC,Large Industries Llc
1841,Larry Bock,Larry Bock
1842,Larsen & Toubro Limited,Larsen & Toubro Limited
1843,Laser & Med Tech GmbH ,Laser & Med Tech Gmbh
1844, Laser und Medizin Technologie GmbH,Laser And Medicine Technology Gmbh
1845,Mototsugu Saishin,Latest Inheritance
1846, Universite Laval,Laval University
1847,UNIVERSITé LAVAL,Laval University
1848,Universite Laval,Laval University
1849,Lawrence D. Quaglia,Lawrence D. Quaglia
1850,Lawrence Livermore National Security LLC,Lawrence Livermore National Security Llc
1851, LC TEC Displays AB,Lc Tec Displays Ab
1852,LC-TEC DISPLAYS AB,Lc-tec Displays Ab
1853,LC-TEC Displays AB ,Lc-tec Displays Ab
1854,Le Holdings Beijing Co Ltd ,Le Holdings Beijing Co Ltd
1855,장부다,Lease
1856,Lee Tammy Kee Wai ,Lee Tammy Kee Wai
1857,이-비젼 엘엘씨,Lee-vision El L
1858,"이-비전 스마트 옵틱스, 아이엔씨.","Lee-vision Smart Optics, Inc."
1859,Leia Inc,Leia Inc
1860,Leia Inc.,Leia Inc.
1861,レイア、インコーポレイテッド,"Leia, Incorporated"
1862,レイア、インコーポレイテッドＬｅｉａ Ｉｎｃ．,"Leia, Incorporated Leia Inc."
1863,Leica Biosystems Imaging Inc,Leica Biosystems Imaging Inc
1864,Leica Camera AG,Leica Camera Ag
1865,Leica Instruments Singapore Pte Ltd,Leica Instruments Singapore Pte Ltd
1866,ライカ ミクロジュステムス（シュヴァイツ）アーゲー,Leica Microju Stems (schwiritsu) Arge
1867,ライカ ミクロジュステムス ヴェツラー ゲーエムベーハー,Leica Microju Stems Vetler Geem Bayha
1868,ライカ ミクロジュステムス ツェーエムエス ゲーエムベーハー,Leica Microju Stems Zeem Es Geem Bayha
1869,Leica Microsystems (Schweiz) Ag,Leica Microsystems (switzerland) Ag
1870,Leica Microsystems CMS GmbH,Leica Microsystems Cms Gmbh
1871, Leica Microsystems Holdings GmbH,Leica Microsystems Holdings Gmbh
1872,Leica Microsystems Schweiz AG,Leica Microsystems Switzerland Ag
1873,Leica Microsystems Wetzlar Gmbh,Leica Microsystems Wetzlar Gmbh
1874,Leidos Innovations Technology Inc.,Leidos Innovations Technology Inc.
1875, Leland Stanford Junior University,Leland Stanford Junior University
1876,Leland Stanford Junior University,Leland Stanford Junior University
1877,Leland Stanford Junior University ,Leland Stanford Junior University
1878,Lemnis Technologies Pte Ltd,Lemnis Technologies Pte Ltd
1879,Lemnis Technologies Pte. Ltd.,Lemnis Technologies Pte.ltd.
1880,Lenovo Beijing Ltd,Lenovo Beijing Ltd
1881,Lenovo Innovations Ltd Hong Kong,Lenovo Innovations Ltd Hong Kong
1882,Lenovo PC International Ltd,Lenovo Pc International Ltd
1883,Lenovo Singapore Pte Ltd,Lenovo Singapore Pte Ltd
1884,Lens Correction Technologies,Lens Correction Technologies
1885,レンズジェン、インコーポレイテッド,"Lens Gen, Incorporated"
1886,렌즈벡터 인코퍼레이티드,Lens Vector Encore Parade
1887,レンズヴェクター インコーポレイテッド,Lens Vector Incorporated
1888,レンズベクター インコーポレーテッド,Lens Vector Incorporated
1889,Lentilles,Lenses
1890, Lensgen Inc,Lensgen Inc
1891,Lensgen Inc,Lensgen Inc
1892,Lensgens Inc ,Lensgens Inc
1893, Lensvector Inc,Lensvector Inc
1894,Lensvector Inc,Lensvector Inc
1895,Lensvector Inc.,Lensvector Inc.
1896,"Lensvector, Inc.","Lensvector, Inc."
1897,Leonard A. Newman,Leonard A. Newman
1898,Leonhard Kurz Stiftung and Co KG,Leonhard Kurz Foundation And Co Kg
1899, Leshi Zhixin Electronic Technology Tianjin Co Ltd,Leshi Zhixin Electronic Technology Tianjin Co Ltd
1900,LETCHER FRANK SCOTT,Letcher Frank Scott
1901,Levy Chauncey F,Levy Chauncey F
1902,Lewis Scott E,Lewis Scott E
1903,Lexmark International Inc,Lexmark International Inc
1904,Leybold Systems GmbH,Leybold Systems Gmbh
1905,LFK Lenkflugkoerpersysteme GmbH,Lfk Lenkflightkoerperysteme Gmbh
1906,주식회사 엘지화학,"Lg Chemical Co., Ltd."
1907, LG Display Co Ltd,Lg Display Co Ltd
1908,LG Display Co Ltd,Lg Display Co Ltd
1909,Lg Display Co Ltd,Lg Display Co Ltd
1910,엘지디스플레이 주식회사,"Lg Display Co., Ltd."
1911,Ｌｇ顯示器股份有限公司,"Lg Display Co., Ltd."
1912,(주)엘지전자,"Lg Electronics Co., Ltd."
1913,엘지전자 주식회사,Lg Electronics Inc
1914,LG Electronics Inc,Lg Electronics Inc
1915,Lg Electronics Inc.,Lg Electronics Inc
1916,엘지이노텍 주식회사,Lg Innotek Co Ltd
1917,엘지이노텍(주),Lg Innotek Co Ltd
1918,LG Innotek Co Ltd,Lg Innotek Co Ltd
1919,"Lg Innotek Co., Ltd.",Lg Innotek Co Ltd
1920,LG Chem Ltd,Lg Than Ltd
1921,Lia Raymond A,Lia Raymond A
1922,Liaoning Zhonglan Electronic Technology Co Ltd,Liaoning Zhonglan Electronic Technology Co Ltd
1923,Liaoning Zhonglan Photoelectric Technology Co ltd,"Liaoning Zhonglan Photoelectric Technology Co.,ltd."
1924,"Liaoning Zhonglan Photoelectric Technology Co.,Ltd.","Liaoning Zhonglan Photoelectric Technology Co.,ltd."
1925,Liberty Commercial Imports & Exports Services LLC,Liberty Commercial Imports & Exports Services Llc
1926,Lifesize Inc,Lifesize Inc
1927,Light Blue Optics Ltd,Light Blue Optics Ltd
1928,Light Field Lab Inc,Light Field Lab Inc
1929,"Light Field Lab, Inc.","Light Field Lab, Inc."
1930, Light Labs Inc,Light Labs Inc
1931,Light Labs Inc,Light Labs Inc
1932,Lightcraft Tech LLC,Lightcraft Tech Llc
1933,Lightcraft Technology Llc,Lightcraft Technology Llc
1934,라이트 필드 랩 인코포레이티드,Lightfield Lab Incoporited
1935,ライト フィールド ラボ、インコーポレイテッド,"Lightfield Lab, Incorporated"
1936,Lightizer Co Ltd,Lightizer Co Ltd
1937,Lightscope Media LLC,Lightscope Media Llc
1938,LIGHTSPACE TECHNOLOGIES Inc,Lightspace Technologies Inc
1939,Lijing Innovation Co ltd ,Lijing Innovation Co ltd 
1940,Limbak 4Pi S.L.,Limbak 4pi S.l.
1941,"Общество С Ограниченной Ответственностью ""Мидивисана""","Limited Liability Company ""midimakenan"""
1942,"Общество с ограниченной ответственностью ""ТрансИнжКом""","Limited Liability Company ""transinzhkom"""
1943,Limo Patentverwaltung GmbH and Co KG,Limo Patentverwaltung Gmbh And Co Kg
1944,Lin Chwen Yih,Lin Chu Asked Yiha
1945,Lin Rou Yu,Lin Rouhe And
1946,Lin Zi You,Lin Zi You
1947,Linda N Keyes,Linda N Keyes
1948,Linda T Romano,Linda T Romano
1949,Arei Kk,Lip
1950, LIQXTAL Tech Inc,Liqxtal Tech Inc
1951,LIQXTAL Tech Inc,Liqxtal Tech Inc
1952,Lite On Electronics Guangzhou,Lite On Electronics Guangzhou
1953, Lite On Technology Corp,Lite On Electronics Guangzhou Co Ltd
1954,Lite On Electronics Guangzhou Co Ltd ,Lite On Electronics Guangzhou Co Ltd
1955,Lite On Technology Corp,Lite On Electronics Guangzhou Co Ltd
1956,刘武强,Liu Wuqiang
1957,Livelike Inc,Livelike Inc
1958,Muzik LLC,Llc Music
1959,Lloyd Douglas Clark,Lloyd Douglas Clark
1960,Lumentum Operations LLC,Llum Operations Llc
1961,Lockheed Martin Corp,Lockheed Martin Corp
1962,Loctai Enterprise Co Ltd ,Loctai Enterprise Co Ltd
1963,Logan Gilpin,Logan Gilpin
1964,Logitech Europe SA,Logitech Europe Sa
1965,"Lokovic, Kimberly, Sun","Lokovic, Kimberly, Sun"
1966,"Long optoelectronics Co., Ltd","Long Optoelectronics Co., Ltd"
1967,Longacre Andrew Jr.,Longacre Andrew Jr.
1968,龍華科技大學,Longhua University Of Science And Technology
1969,Lonza AG,Lonza At
1970,Lori Friedman,Lori Friedman
1971,Louisiana State University and Agricultural and Mechanical College,Louisiana State University And Agricultural And Mechanical College
